	Standard Type	Standard Value	Smiles	pKi
11998	Ki	1.8	C1[C@H](N2C3=C(C4=C2C(=CC=C4)O1)C(=CC=C3)OCCN)C5=CC=CC=C5	8.7447
11999	Ki	10.0	C1CN=C(N1)N/N=C/C2=C(NC3=CC=CC=C32)C4=CC=C(C=C4)Cl	8.0
12016	Ki	1.3	CN(C)CCCOC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43	8.8861
12018	Ki	0.5	CN1CCN(CC1)C2=CC=CC3=C2NC=C3S(=O)(=O)C4=CC=CC=C4	9.301
12019	Ki	20.0	C1CCN(C1)CCOC2=CC=CC3=C2NC=C3S(=O)(=O)C4=CC=CC(=C4)F	7.699
12048	Ki	0.53	CC1=NC2=C(N1S(=O)(=O)C3=CC=CC=C3)C=CC=C2N4CCNCC4	9.2757
12050	Ki	1.0	CC1=CN=C2C(=CC(=CC2=C1OC3=CC=CC=C3)OC)N4CCNCC4	9.0
12051	Ki	0.9	COC1=CC=CC2=C1N(C(=O)C=C2)CC3=CC(=CC(=C3)OC)N4CCNCC4	9.0458
12052	Ki	0.2	C1CN(CCN1)C2=C3C(=CC=C2)N(C(=O)CO3)CC4=CC=CC=C4	9.699
12053	Ki	0.3	C1CN(CCN1)C2=CC=CC3=C2OC4=C(C=C(C=C4)F)N(C3=O)CC5=CC(=CC=C5)C(F)(F)F	9.5229
12111	Ki	1.0	CN1CCC(CC1)C2=CN(C3=C2C=CC(=C3)OS(=O)(=O)C4=C(C=CC=C4F)F)C	9.0
12112	Ki	11.0	CC1=CC(=CC(=C1)S(=O)(=O)C2=CC3=C(C=C2)C=CN=C3N4CCNCC4)C	7.9586
12113	Ki	1.2	CC1=NC2=C(C(=NN2C(=N1)N3CCNCC3)SC)S(=O)(=O)C4=CC=CC=C4	8.9208
12114	Ki	0.3	C1CN(CCN1)C2=CC=CC3=C2NC(=O)N3CC4=CC=CC=C4	9.5229
12115	Ki	14.0	CC(C1=CC=CC=C1Cl)NC2=CC3=C(CCNCC3)C=C2	7.8539
12159	Ki	118.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)C(=O)NC4=CC=CC=C4	6.9281
12160	Ki	0.2	C1CN(CCN1)C2=CC=CC3=C2NC(=C3)S(=O)(=O)C4=C(C(=CC=C4)Cl)Cl	9.699
12161	Ki	5.7	C1CNCC=C1N2C3=CC=CC=C3N(C2=O)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	8.2441
12162	Ki	1.2	CC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC(=C3C(=C2)C=CO3)OC4CCNCC4	8.9208
12163	Ki	0.93	CN1CCCC1CC2=CNC3=C2C=C(C=C3)OC4CCCCC4	9.0315
12164	Ki	9.0	C1CC2=C(C=C(C=C2)OCC3=CC=CC=C3)O[C@H]1CNCCCO	8.0458
12186	Ki	627.0	CN1CC(C2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)OC)C6=CC=CC=C6	6.2027
12187	Ki	38.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)Cl	7.4202
12191	Ki	1320.0	[C-]#[N+]C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C=C2)OC4=C3CNCC4	5.8794
12195	Ki	0.58	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)N4C=CC5=CC=CC=C54	9.2366
12199	Ki	24.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)CC4=CC=CC=C4	7.6198
12201	Ki	5.7	CC(C1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4)O	8.2441
12203	Ki	1110.0	CN(C)C(=O)C1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4	5.9547
12207	Ki	1.9	COC1=CC(=CC2=C1OC3=C2CNCC3)SC4=CC=CC=C4	8.7212
12213	Ki	44.0	C1CNCC2=C1OC3=C2C=C(C=C3F)S(=O)(=O)C4=CC=C(C=C4)F	7.3565
12215	Ki	0.88	C1CNCC2=C1OC3=C2C=C(C=C3OC(F)(F)F)S(=O)(=O)C4=CC=CC=C4	9.0555
12219	Ki	0.33	C1CNCC2=C1OC3=C2C=C(C=C3OC(F)F)S(=O)(=O)C4=CC=CC=C4	9.4815
12225	Ki	0.05	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC=C4)Cl	10.301
12227	Ki	1.3	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)F)F	8.8861
12231	Ki	0.23	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(C=C4)SC=C5	9.6383
12237	Ki	106.0	C1CNCC2=C1OC3=C2C=C(C=C3N4C=NC=N4)S(=O)(=O)C5=CC=CC=C5	6.9747
12241	Ki	60.0	CN1C=CC(=N1)C2=CC(=CC3=C2OC4=C3CNCC4)S(=O)(=O)C5=CC=CC=C5	7.2218
12245	Ki	47.0	C1CNCC2=C1OC3=C2C=C(C=C3N4CCOCC4)S(=O)(=O)C5=CC=CC=C5	7.3279
12249	Ki	0.4	CN1C=C(C2=CC=CC=C21)S(=O)(=O)C3=CC(=C4C(=C3)C5=C(O4)CCNC5)C#N	9.3979
12253	Ki	8.8	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=C(C=C4)Cl)C#N	8.0555
12257	Ki	11.0	CN1C=C(C=N1)C2=CC(=CC3=C2OC4=C3CNCC4)S(=O)(=O)C5=CC=CC=C5	7.9586
12261	Ki	50.0	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC(=CC(=C4)F)F)C#N	7.301
12265	Ki	18.0	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=C(C=C4)F)C#N	7.7447
12269	Ki	4.2	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=CC=C4)C#N	8.3768
12273	Ki	1.1	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)C4=CC=CC=C4	8.9586
12279	Ki	0.59	COC1=CC(=CC2=C1OC3=C2CC(CC3)O)S(=O)(=O)C4=CC=CC=C4	9.2291
12283	Ki	0.39	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4F	9.4089
12285	Ki	0.28	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC=C4)Cl	9.5528
12289	Ki	64.0	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=CC=C4)CN5C=CN=C5	7.1938
12321	Ki	0.11	CCOC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4	9.9586
12323	Ki	307.0	C1CNCC2=C1OC3=C2C=C(C=C3C(=O)N)S(=O)(=O)C4=CC=CC=C4	6.5129
12327	Ki	4.5	C1CNCC2=C1OC3=C2C=C(C=C3C4=CC=NN4)S(=O)(=O)C5=CC=CC=C5	8.3468
12333	Ki	1.5	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)F	8.8239
12335	Ki	2.1	C1CNCC2=C1OC3=C2C=C(C=C3C(F)(F)F)S(=O)(=O)C4=CC=CC=C4	8.6778
12339	Ki	1.9	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC(=CC=C4)Cl)C#N	8.7212
12345	Ki	0.23	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)Cl)Cl	9.6383
12347	Ki	1.1	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)Cl	8.9586
12351	Ki	1.2	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)Cl)Cl	8.9208
12357	Ki	0.32	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)C(C(F)(F)F)O	9.4949
12359	Ki	2.2	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)C5CCOC5	8.6576
12363	Ki	0.28	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)Cl	9.5528
12369	Ki	0.75	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)F	9.1249
12371	Ki	8.6	C[C@@H](C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O	8.0655
12389	Ki	9.5	CC(=O)N1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	8.0223
12393	Ki	0.49	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	9.3098
12395	Ki	0.4	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)OC(F)F	9.3979
12401	Ki	507.0	CC(C)(COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4)O	6.295
12405	Ki	7.7	CC(COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4)O	8.1135
12409	Ki	55.0	CC(C)(C1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4)O	7.2596
12413	Ki	0.22	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	9.6576
12417	Ki	0.3	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)OC(F)F	9.5229
12421	Ki	1.6	C1CNCC2=C1OC3=C2C=C(C=C3OCCO)S(=O)(=O)C4=CC=CC=C4	8.7959
12425	Ki	0.27	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CSC=C4	9.5686
12429	Ki	2.0	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=C(C=C4)F)F	8.699
12433	Ki	0.5	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)F	9.301
12437	Ki	0.16	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(C=C4)SC=C5	9.7959
12441	Ki	0.1	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CSC5=CC=CC=C54	10.0
12445	Ki	0.33	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)F)F	9.4815
12449	Ki	0.2	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)F	9.699
12453	Ki	0.13	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	9.8861
12457	Ki	0.19	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)OC(F)(F)F	9.7212
12461	Ki	1.7	CC(CN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl)O	8.7696
12465	Ki	3.4	CC(CO)N1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	8.4685
12469	Ki	1.9	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	8.7212
12473	Ki	45.0	CN(C)C(=O)CN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	7.3468
12477	Ki	1.6	COCCN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	8.7959
12481	Ki	76.0	C1CN(CC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)C5COC5	7.1192
12485	Ki	3.3	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC(=C4)C(C(F)(F)F)O	8.4815
12489	Ki	0.26	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CSC5=CC=CC=C54	9.585
12493	Ki	0.55	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC5=C(C=C4)SC=C5	9.2596
12497	Ki	1.0	CN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	9.0
12501	Ki	1.2	CCN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	8.9208
12505	Ki	7.6	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)C(C(F)(F)F)O	8.1192
12509	Ki	0.77	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4Cl	9.1135
12513	Ki	19.0	C1CN(CC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)CCC(F)(F)F	7.7212
12517	Ki	123.0	C1CN(CC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)C5=CN=CC=C5	6.9101
12521	Ki	1.7	C1CC2=C(CC1O)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	8.7696
12557	Ki	0.8	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(COC5)C=C4	9.0969
12561	Ki	7.5	CC(C1=CC=CC=C1)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4	8.1249
12565	Ki	4.9	COC1=CC(=CC2=C1OC3=C2CNCC3)CC4=CC=CC=C4	8.3098
12569	Ki	0.74	CC(C)(C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O	9.1308
12571	Ki	0.35	CC(C)(C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O	9.4559
12575	Ki	0.17	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CS4	9.7696
12581	Ki	0.69	C[C@H](C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O	9.1612
12582	Ki	0.69	C[C@@H](C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O	9.1612
12600	Ki	1.5	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4CO	8.8239
12604	Ki	0.11	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)OC(F)F	9.9586
12608	Ki	0.6	CC(C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O	9.2218
12612	Ki	25.0	CC(C)(C1=CC=CC=C1S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	7.6021
12616	Ki	0.66	CC(=C)C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4	9.1805
12620	Ki	0.48	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(COCC5)C=C4	9.3188
12624	Ki	2.7	C[C@H](C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	8.5686
12625	Ki	16.0	C[C@@H](C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	7.7959
12641	Ki	3.1	C[C@H](C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	8.5086
12642	Ki	37.0	CN1C2=C(C=C(C=C2)S(=O)(=O)C3=CC4=C(C(=C3)Cl)OC5=C4CNCC5)C=N1	7.4318
12646	Ki	2.3	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC(=CC(=C4)F)Cl	8.6383
12650	Ki	10.0	C1COC1C2=CC=C(C=C2)S(=O)(=O)C3=CC4=C(C(=C3)Cl)OC5=C4CNCC5	8.0
12654	Ki	14.0	COCC1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4	7.8539
12658	Ki	5.4	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4CO	8.2676
12662	Ki	1.2	COC1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4	8.9208
12666	Ki	2.5	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC5=C(COCC5)C=C4	8.6021
12670	Ki	0.79	CC(C)(C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	9.1024
12674	Ki	1.3	CC(C)(C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	8.8861
12678	Ki	252.0	CN(C)C(=O)C1C2=C(CCN1)OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4	6.5986
12682	Ki	110.0	CC1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4	6.9586
12686	Ki	0.25	C1CNCCC2=C1C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	9.6021
12690	Ki	2.0	C1COCC1C2=CC(=CC=C2)S(=O)(=O)C3=CC4=C(C(=C3)Cl)OC5=C4CNCC5	8.699
12694	Ki	12.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)CO	7.9208
12698	Ki	4.0	C1CNC(C2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)CF	8.3979
12702	Ki	31.0	C1CC2C3=C(CC1N2)OC4=C3C=C(C=C4)S(=O)(=O)C5=CC(=CC=C5)Cl	7.5086
12706	Ki	571.0	C1CC2=C(CNC1)C3=C(O2)C=CC(=C3)S(=O)(=O)C4=CC=CC=C4	6.2434
12710	Ki	0.083	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(C=C4)NC=C5	10.0809
12714	Ki	0.22	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4	9.6576
12718	Ki	0.12	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4	9.9208
12722	Ki	53.0	C1CC2C3=C(CC1N2)OC4=C3C=C(C=C4)S(=O)(=O)C5=CC=CC(=C5)C(F)(F)F	7.2757
12726	Ki	339.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC(=CC(=C4)F)F	6.4698
12730	Ki	17.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC(=CC(=C4)Cl)Cl	7.7696
12734	Ki	5.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=CC5=CC=CC=C54	8.301
12738	Ki	6.1	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4C(F)(F)F	8.2147
12740	Ki	167.0	CC(=O)N1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CN(C5=CC=CC=C54)C)Cl	6.7773
12746	Ki	40.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)N	7.3979
12750	Ki	2.7	C[C@@H](C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	8.5686
12754	Ki	492.0	CS(=O)(=O)N1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	6.308
12758	Ki	1.6	C1CN(CC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)CCO	8.7959
12764	Ki	9.9	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC(=CC(=C4)F)F	8.0044
12766	Ki	3.0	CC(C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	8.5229
12782	Ki	5.9	C1CNCC2=C1OC3=C2C=C(C=C3F)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	8.2291
12785	Ki	26.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CN=CC=C4	7.585
12789	Ki	4.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC(=C(C=C4)F)F	8.3979
12795	Ki	3.3	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F	8.4815
12799	Ki	2.2	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)OC(F)F	8.6576
12809	Ki	3.1	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)C4=CC=CC=C4	8.5086
12821	Ki	3.3	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4OC(F)(F)F	8.4815
12825	Ki	26.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)N5C=CC=N5	7.585
12829	Ki	12.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)SC4=CC=CC=C4	7.9208
12857	Ki	9.3	C1CNCC2=C1OC3=C2C=C(C=C3N4C=CC=N4)S(=O)(=O)C5=CC=CC=C5	8.0315
12861	Ki	27.0	CC1(C2=C(CCN1)OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)C	7.5686
12865	Ki	522.0	C1C(NCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)CO	6.2823
12869	Ki	154.0	C1CC2C3=C(CC1N2)OC4=C3C=CC(=C4)S(=O)(=O)C5=CC(=CC=C5)Cl	6.8125
12873	Ki	34.0	C1CC2C3=C(CC1N2)OC4=C3C=CC(=C4)S(=O)(=O)N5C=CC6=CC=CC=C65	7.4685
12877	Ki	13.0	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=CC=C4)CO	7.8861
12881	Ki	0.2	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)N4C=CC5=CC=CC=C54	9.699
12885	Ki	16.0	CC1=CN(C2=CC=CC=C12)S(=O)(=O)C3=CC4=C(C=C3)OC5=C4C6CCC(C5)N6	7.7959
12889	Ki	9.8	C1CNCC2=C1OC3=C2C=CC(=C3)S(=O)(=O)C4=CC=CC=C4	8.0088
12893	Ki	21.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC5=CC=CC=C5C=C4	7.6778
12897	Ki	1.5	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)N4C=CC5=C4C=C(C=C5)F	8.8239
12901	Ki	1.9	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)Cl	8.7212
12905	Ki	25.0	CC1CC2=C(CN1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl	7.6021
12917	Ki	100.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)CO	7.0
12921	Ki	38.0	CC1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C=C2)OC4=C3CNCC4	7.4202
12925	Ki	19.0	CC(CC1=C2C(=CC(=C1)S(=O)(=O)C3=CC=CC=C3)C4=C(O2)CCNC4)O	7.7212
12953	Ki	116.0	C1CC2C3=C(CC1N2)OC4=C3C=CC(=C4)S(=O)(=O)C5=CC=CC(=C5)C(F)(F)F	6.9355
12957	Ki	607.0	CNC(=O)C1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4	6.2168
12961	Ki	4.3	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=CC=C4)CCO	8.3665
12965	Ki	18.0	CN1CCC2=C(C1)C3=C(O2)C=C(C=C3)S(=O)(=O)C4=CC=CC=C4	7.7447
12969	Ki	1.7	C1CNCC2=C1OC3=C2C=CC(=C3)S(=O)(=O)C4=CC(=CC=C4)Cl	8.7696
12973	Ki	2.1	C1CNCC2=C1OC3=C2C=CC(=C3)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	8.6778
12977	Ki	0.48	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F	9.3188
12981	Ki	0.35	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC(=CC=C4)Cl	9.4559
12985	Ki	0.39	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC(=C4)F	9.4089
12989	Ki	6.2	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC(=CC=C4)Cl	8.2076
12993	Ki	43.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)F	7.3665
12997	Ki	0.55	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4	9.2596
13001	Ki	6.5	CN1CCC2=C(C1)C3=C(O2)C=CC(=C3)S(=O)(=O)C4=CC=CC=C4	8.1871
13005	Ki	19.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=CC=C4	7.7212
13009	Ki	16.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=CC(=C4)F	7.7959
13013	Ki	0.49	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)C5CCOC5	9.3098
13019	Ki	0.16	CN1C=C(C2=CC=CC=C21)S(=O)(=O)C3=CC4=C(C(=C3)OC)OC5=C4CNCC5	9.7959
13023	Ki	0.11	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)F)Cl	9.9586
13029	Ki	1.9	C[C@H](C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O	8.7212
13060	Ki	0.32	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=C(C=C4)F)F	9.4949
13064	Ki	0.19	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4F	9.7212
13068	Ki	2.9	CC(C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O	8.5376
13072	Ki	1.2	CC(C)(CN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl)O	8.9208
13076	Ki	5.6	C1COCC1C2=CC=C(C=C2)S(=O)(=O)C3=CC4=C(C(=C3)Cl)OC5=C4CNCC5	8.2518
13080	Ki	7.6	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC5=C(COC5)C=C4	8.1192
13084	Ki	20.0	CC(C1=CC=CC=C1S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	7.699
13088	Ki	5.6	CC(C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O	8.2518
