	Standard Value	Smiles	Standard Activity
1549	6256.0	CCCN1CCC(CC1)COC2=NC3=C(C=CC=C3Cl)C4=CC=CC=C42	1
1550	6213.0	CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F	1
1551	750.0	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O	1
1552	1188.0	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F	1
1553	4125.0	CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3	1
1554	1956.0	CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3	1
1555	169.0	C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO	1
1556	16.0	CN1CCC(CC1)C2=CN(C3=C2C=C(C=C3)C4=CN=CN=C4)C5=CC=C(C=C5)F	1
1557	454.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=CC=CC=C3C=N2)C4=C(C(=CC=C4)Cl)Cl	1
1558	326.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(C=C2)N=CC=C3)C4=C(C(=CC=C4)Cl)Cl	1
1559	257.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(C=CC=N3)C=C2)C4=C(C(=CC=C4)Cl)Cl	1
1560	301.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(C=CC=N3)C=C2)C4=C(C(=CC=C4)Cl)Cl	1
1561	220.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CN=CC3=CC=CC=C32)C4=C(C(=CC=C4)Cl)Cl	1
1562	555.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CN=C3C=CC(=CC3=C2)Cl)C4=C(C(=CC=C4)Cl)Cl	1
1563	484.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(C=C2)N=CC=C3)C4=C(C(=CC=C4)Cl)Cl	1
1564	901.0	C1CN(CCN1CCCNS(=O)(=O)C2=CN=C3C=CC(=CC3=C2)Cl)C4=C(C(=CC=C4)Cl)Cl	1
1565	1331.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=CC=CC=C3N=C2)C4=C(C(=CC=C4)Cl)Cl	1
1566	598.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C4=C(C(=CC=C4)Cl)Cl	1
1567	1262.0	CC1=CC2=C(C=C1)N=C(C=C2N3CCNCC3)C(F)(F)F	1
1568	8.3	CC(=O)NC1=C(C=CC(=C1)N2CCNCC2)S(=O)(=O)C3=CC=CC=C3.Cl	1
1569	48.3	CNC1=C(C=CC(=C1)C2=CN=CC=C2)S(=O)(=O)C3=CC=CC=C3	1
1570	24.3	CNC1=CC=CC=C1S(=O)(=O)C2=CC=CC=C2	1
1571	2039.0	CN(C)C1=CC=CC=C1S(=O)(=O)C2=CC=CC=C2	1
1572	183.0	C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N	1
1573	564.0	C1=CC(=CC=C1N)S(=O)(=O)C2=CC(=C(C=C2)N)N	1
1574	866.0	COC1=CC=CC=C1S(=O)(=O)C2=CC=CC=C2	1
1575	1598.0	C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2	1
1576	0.16	CNC1=C(C=CC(=C1)N2CCNCC2)S(=O)(=O)C3=CC=CC=C3.Cl	1
1577	30.1	CN(C)C1=C(C=CC(=C1)N2CCNCC2)S(=O)(=O)C3=CC=CC=C3.Cl	1
1578	1.65	C1CN(CCN1)C2=CC(=C(C=C2)S(=O)(=O)C3=CC=CC=C3)N.Cl	1
1579	153.0	CNC1=C(C=CC(=C1)C2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3	1
1580	491.0	C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2N	1
1581	0.2	CC1=CC(=C2C(=C1)N(CCO2)S(=O)(=O)C3=CC=CC=C3Cl)N4CCNCC4	1
1582	5939.0	COC1=CC=CC=C1N2CCN(CC2)CC3=CC4=C(C=C3)OC5=CC=CC=C5C4=O.Cl	1
1583	19100.0	CN1CCN(CC1)CC2=CC3=C(C=C2)OC4=C(C3=O)C=CC(=C4)OC.Cl.Cl	0
1584	8836.0	COC1=CC2=C(C=C1)C(=O)C3=C(O2)C=CC(=C3)CN4CCN(CC4)CC5=CC=CC=C5.Cl.Cl	1
1585	9363.0	COC1=CC2=C(C=C1)C(=O)C3=CC=CC(=C3O2)CN4CCN(CC4)C5=CC=CC=C5OC.Cl	1
1586	13600.0	COC1=CC2=C(C=C1)C(=O)C3=C(O2)C=CC(=C3)CN4CCN(CC4)C5=CC=CC=C5OC.Cl	0
1587	19460.0	CN1CCN(CC1)CC2=C3C(=CC=C2)C(=O)C4=C(O3)C=C(C=C4)Cl.Cl.Cl.Cl	0
1588	14420.0	C1CN(CCN1CCO)CC2=C3C(=CC=C2)C(=O)C4=C(O3)C=C(C=C4)Cl.Cl.Cl.Cl	0
1589	8768.0	CN1C(=C(N(C1=N)C)O)/C=C/2\C=NC3=CC=CC=C32	1
1590	1716.0	CN=C1N(C(=C(N1C)O)/C=C/2\C=NC3=CC=CC=C32)C	1
1591	1405.0	C1=CC\2=C(C(=C1)Br)N=C/C2=C\C3=C(N=C(N3)N)O	1
1592	2306.0	CNC1=NC(=C(N1C)/C=C/2\C=NC3=C2C=CC=C3Br)O	1
1593	1409.0	CNC1=NC(=C(N1C)/C=C/2\C=NC3=C2C(=CC=C3)Br)O	1
1594	7523.0	CN=C1N(C(=C(N1C)O)/C=C/2\C=NC3=C2C(=CC=C3)Br)C	1
1595	860.0	CNC1=NC(=C(N1)/C=C/2\C=NC3=C2C=C(C=C3)Br)O	1
1596	7300.0	CN=C1N(C(=C(N1C)O)/C=C/2\C=NC3=C2C=CC=C3Br)C	1
1597	3733.0	CNC1=NC(=C(N1)/C=C/2\C=NC3=C2C(=CC=C3)Br)O	1
1598	742.0	C1=CC2=C(C=C1Br)/C(=C/C3=C(N=C(N3)N)O)/C=N2	1
1599	187.0	C1CNCCC1OC2=CC(=C(C=C2)CC(=O)N3CCC(CC3)N4C(=O)CCC5=CC=CC=C54)OCCF.Cl	1
1600	1200.0	CC(C1=CC=CC=C1)C(=O)N2C3=CC=CC=C3SC4=CC=CC=C42	1
1601	9900.0	C1=CC=C2C=C(C=CC2=C1)CC(=O)N3C4=CC=CC=C4SC5=CC=CC=C53	1
1602	84.0	COC1=CC2=C(C=C1)NC=C2CCN(CC=C)CC=C	1
1603	909.0	CC(CC1=CNC2=CC=CC=C21)N	1
1604	63.0	C1CN(CCC1C2=CNC3=C2C=C(C=C3)F)CCCCN4C(=O)CC(C4=O)C5=CNC6=CC=CC=C65	1
1605	159.0	COC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCCN4C(=O)CC(C4=O)C5=CNC6=CC=CC=C65	1
1606	264.0	COC1=CC2=C(C=C1)NC=C2C3CCN(CC3)CCCN4C(=O)CC(C4=O)C5=CNC6=CC=CC=C65	1
1607	1146.0	C1CN(CCC1C2=CNC3=C2C=C(C=C3)F)CCN4C(=O)CC(C4=O)C5=CNC6=CC=CC=C65	1
1608	155.0	CN1CCC2=C(C1)C3=CC=CC4=C3N2C5=CC=CC=C5CC4	1
1609	273.0	CN1CCC2=C(C1)C3=CC=CC4=C3N2CC5=CC=CC=C5C4	1
1610	64.0	C1=CN=CC2=C1NC=C2CCN	1
1611	2900.0	CCC1=C(C2=C(N1)C=CN=C2)CCN(C)C	1
1612	41.0	CC1=CN(C2=C1C=NC=C2)S(=O)(=O)C3=CC=C(C=C3)N	1
1613	84.0	CN(C)CCC1=CN(C2=C1C=NC=C2)S(=O)(=O)C3=CC=CC=C3	1
1614	4900.0	CCC1=C(C2=C(N1)C=CN=C2)CCN	1
1615	100.0	CN(C)CCC1=CNC2=C1C=NC=C2	1
1616	270.0	CN(C)CCC1=C(NC2=C1C=NC=C2)C3=CC=CC=C3	1
1617	2600.0	C1=CC=C(C=C1)C2=C(C3=C(N2)C=CN=C3)CCN	1
1618	29070.0	CN1C(=O)C(N(C1=O)CCCN2CCN(CC2)C3=CC=CC=C3OC)(C4=CC=CC=C4)C5=CC=CC=C5	0
1619	9600.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=CC=C3)C)C4=CC=CC=C4.Cl	1
1620	1945.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=C(C=C3)F)CC4=CC=CC=C4)C.Cl	1
1621	8104.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=C(C=C(C=C3)F)F)CC4=CC=C(C=C4)F)C.Cl	1
1622	10790.0	CC1(C(=O)N(C(=O)N1)CC(CN2CCN(CC2)C3=CC=CC=C3OC)O)C4=CC=C(C=C4)F.Cl	0
1623	395.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)CC4=C(C=C(C=C4)Cl)Cl)C.Cl	1
1624	314.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC(=C(C=C3)Cl)Cl)CC4=C(C=C(C=C4)Cl)Cl)C.Cl	1
1625	2879.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=C(C=C3)Cl)CC4=C(C=C(C=C4)Cl)Cl)C.Cl	1
1626	2926.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC(=CC=C3)OC)CC4=CC=CC=C4)C.Cl	1
1627	20410.0	CN1C(=O)C(N(C1=O)CC(CN2CCN(CC2)C3=CC=CC=C3)O)(C4=CC=CC=C4)C5=CC=CC=C5	0
1628	25520.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=CC=C3F)C)C4=CC=CC=C4.Cl	0
1629	2506.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=CC=C3F)CC4=CC=CC=C4)C.Cl	1
1630	7469.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=C(C=C(C=C3)F)F)CC4=CC=CC=C4)C.Cl	1
1631	1762.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=C(C=C3)F)CC4=CC=C(C=C4)F)C.Cl	1
1632	3567.0	CN1C(=O)C(N(C1=O)CCCCN2CCN(CC2)C3=CC=CC=C3OC)(C4=CC=CC=C4)C5=CC=CC=C5	1
1633	4139.0	CCOC1=CC=CC=C1N2CCN(CC2)CCCN3C(=O)N(C(=O)C3(C4=CC=CC=C4)C5=CC=CC=C5)C	1
1634	3071.0	CN1C(=O)C(N(C1=O)CCCCCN2CCN(CC2)C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5.Cl	1
1635	14650.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=CC=C3OC)C)C4=CC=CC=C4.Cl	0
1636	4368.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=CC=C3)CC4=CC=CC=C4)C.Cl	1
1637	8611.0	CC1(C(=O)N(C(=O)N1CCCCCN2CCN(CC2)C3=CC=CC=C3OC)CC4=CC=CC=C4)C.Cl	1
1638		C1CN2C(CC3=CN(C4=C3C2=CC=C4)S(=O)(=O)C5=CC=CC(=C5)F)CN1	0
1639	47.0	C1CN2C(CC3=CN(C4=C3C2=CC=C4)S(=O)(=O)C5=CC=C=C=C5)CN1	1
1640	168.0	COC1=CC=C(C=C1)S(=O)(=O)N2C=C3CC4CNCCN4C5=CC=CC2=C35	1
1641	24.0	CC1=CC(=CC=C1)S(=O)(=O)N2C=C3CC4CNCCN4C5=CC=CC2=C35	1
1642	96.0	CC1=CC=C(C=C1)S(=O)(=O)N2C=C3CC4CNCCN4C5=CC=CC2=C35	1
1643	0.83	C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F	1
1644	9.0	C1CN2C(CC3=CN(C4=C3C2=CC=C4)S(=O)(=O)C5=CC=CC=C5)CN1	1
1645	21.0	CC1=CC=CC=C1S(=O)(=O)N2C=C3CC4CNCCN4C5=CC=CC2=C35	1
1646	23.99	COC1=CC(=CC=C1)S(=O)(=O)N2C=C3CC4CNCCN4C5=CC=CC2=C35	1
1647	29.0	C1CN2C(CC3=CN(C4=C3C2=CC=C4)S(=O)(=O)C5=CC=C(C=C5)F)CN1	1
1648	184.0	C1CN2C(CC3=CN(C4=C3C2=CC=C4)S(=O)(=O)C5=CC=C(C=C5)Cl)CN1	1
1649	26.0	COC1=CC=CC=C1S(=O)(=O)N2C=C3CC4CNCCN4C5=CC=CC2=C35	1
1650	776.0	CN1C[C@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C	1
1651	5.1	C1CN(CCN1CCCNS(=O)(=O)C2=CC(=C(C=C2)F)Cl)C3=NSC4=CC=CC=C43	1
1652	53.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC(=C(C=C2)F)Cl)C3=NSC4=CC=CC=C43	1
1653	56.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC=C(C=C2)OC(F)(F)F)C3=NSC4=CC=CC=C43	1
1654	47.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=C(C=C2)OC(F)(F)F)C3=NSC4=CC=CC=C43	1
1655	140.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC=CS2)C3=NSC4=CC=CC=C43	1
1656	100.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CN=C5N4C=CC=C5	1
1657	70.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CC=CC5=C4N=CS5	1
1658	140.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F	1
1659	26.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CC(=C(C=C4)Cl)Cl	1
1660	48.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CC(=C(C=C4)F)Cl	1
1661	250.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCNS(=O)(=O)C4=CC=CC5=CC=CC=C54	1
1662	13.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CSC5=CC=CC=C54	1
1663	1500.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCN(CC2)C3=NOC4=CC=CC=C43	1
1664	1100.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3=NOC4=CC=CC=C43	1
1665	5200.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=CS2)C3=NOC4=CC=CC=C43	1
1666	95.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CN=C3N2C=CC=C3)C4=NOC5=CC=CC=C54	1
1667	15.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3=NSC4=CC=CC=C43	1
1668	42.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=CS2)C3=NSC4=CC=CC=C43	1
1669	40.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=CC=CC=C3C=C2)C4=NSC5=CC=CC=C54	1
1670	45.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)C4=NSC5=CC=CC=C54	1
1671	54.0	CC1=C(SC2=C1C=C(C=C2)F)S(=O)(=O)NCCCCN3CCN(CC3)C4=NSC5=CC=CC=C54	1
1672	23.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	1
1673	66.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC=CS4	1
1674	130.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCCNS(=O)(=O)C4=CC=CS4	1
1675	44.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC5=C(S4)C=C(C=C5)Cl	1
1676	25.0	CC1=C(SC2=C1C=C(C=C2)F)S(=O)(=O)NCCCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F	1
1677	32.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
1678	26.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC5=C(C=C4)C=C(C=C5)Cl	1
1679	35.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F	1
1680	2200.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC=C(C=C2)OC(F)(F)F)C3=NOC4=CC=CC=C43	1
1681	4800.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=C(C=C2)OC(F)(F)F)C3=NOC4=CC=CC=C43	1
1682	210.0	CC1=CC(=CC=C1)S(=O)(=O)NCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F	1
1683	100.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=NSC5=CC=CC=C54	1
1684	61.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=NSC5=CC=CC=C54	1
1685	63.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=CC=CC=C3S2)C4=NSC5=CC=CC=C54	1
1686	33.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=CC=CC=C3S2)C4=NSC5=CC=CC=C54	1
1687	330.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC(=C(C=C2)F)Cl)C3=NOC4=CC=CC=C43	1
1688	27.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC(=C(C=C2)F)Cl)C3=NOC4=CC=CC=C43	1
1689	13.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CSC5=CC=CC=C54	1
1690	40.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC5=CC=CC=C5S4	1
1691	100.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CN=C5N4C=CC=C5	1
1692	23.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC=CC5=C4N=CS5	1
1693	430.0	CC1=CC(=CC=C1)S(=O)(=O)NCCN2CCN(CC2)C3=NSC4=CC=CC=C43	1
1694	22.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCN2CCN(CC2)C3=NSC4=CC=CC=C43	1
1695	46.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)C4=NOC5=CC=CC=C54	1
1696	17.0	CC1=C(SC2=C1C=C(C=C2)F)S(=O)(=O)NCCCCN3CCN(CC3)C4=NOC5=CC=CC=C54	1
1697	83.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCCNS(=O)(=O)C4=CC=CC5=CC=CC=C54	1
1698	133.0	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CCNS(=O)(=O)C4=CC5=CC=CC=C5C=C4	1
1699	110.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)C4=NSC5=CC=CC=C54	1
1700	120.0	CC1=C(SC2=C1C=C(C=C2)F)S(=O)(=O)NCCCN3CCN(CC3)C4=NSC5=CC=CC=C54	1
1701	87.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCN(CC2)C3=NOC4=CC=CC=C43	1
1702	29.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3=NOC4=CC=CC=C43	1
1703	1600.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=CC=CC=C3C=C2)C4=NOC5=CC=CC=C54	1
1704	2300.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=NOC5=CC=CC=C54	1
1705	1100.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=CC=CC=C3S2)C4=NOC5=CC=CC=C54	1
1706	560.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)C4=NOC5=CC=CC=C54	1
1707	100.0	CC1=CC(=CC=C1)S(=O)(=O)NCCCCN2CCN(CC2)C3=NSC4=CC=CC=C43	1
1708	71.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3=NSC4=CC=CC=C43	1
1709	680.0	C1CN(CCN1CCNS(=O)(=O)C2=CC3=CC=CC=C3C=C2)C4=NSC5=CC=CC=C54	1
1710	84.0	C1CN(CCN1CCCNS(=O)(=O)C2=CN=C3N2C=CC=C3)C4=NSC5=CC=CC=C54	1
1711	140.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CN=C3N2C=CC=C3)C4=NSC5=CC=CC=C54	1
1712	27.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC=CC3=C2N=CS3)C4=NSC5=CC=CC=C54	1
1713	120.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC=CC3=C2N=CS3)C4=NSC5=CC=CC=C54	1
1714	18.0	C1CN(CCN1CCCCNS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=NOC5=CC=CC=C54	1
1715	35.0	C1CN(CCN1CCCNS(=O)(=O)C2=CC3=CC=CC=C3S2)C4=NOC5=CC=CC=C54	1
1716	5700.0	C1C(=O)N(C2(S1)C3=CC=CC=C3NC2=O)C4=CC=CC=C4	1
1717	54.0	C1CNCCC2=C1C=CC(=C2)N3CC(CC3=O)C4=CC=CC=C4	1
1718	16.0	C1CNCCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4	1
1719	15.0	C1CNCCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4F	1
1720	47.0	C1CNCCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	1
1721	87.0	COC1=CC=CC=C1C2CN(C(=O)O2)C3=CC4=C(CCNCC4)C=C3	1
1722	240.0	C1CNCCC1OC2=CC=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	1
1723	1900.0	C1CN(CCN1)C2=CC=C(C=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	1
1724	140.0	C1CN(CCN1)C2=CC(=CC=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	1
1725	88.0	COC1=CC(=CC(=C1)N2C(=O)CSC23C4=CC=CC=C4NC3=O)OC	1
1726	100.0	C1CNCCC2=C1C=CC(=C2)N3CC(CC3=O)C4=CC=CC=C4Cl	1
1727	1200.0	C1CC2=C(CNC1)C=CC(=C2)N3CC(CC3=O)C4=CC=CC=C4	1
1728	4900.0	C1CC(=O)N(C1)C2=CN=C3C(=C2)C=CC=C3N4CCNCC4	1
1729	650.0	C1CN(CC1C2=CC=CC=C2Cl)C3=CC4=C(CCNCC4)C=C3	1
1730	140.0	C1CNCC2=C1C=CC(=C2)N3CC(CC3=O)C4=CC=CC=C4	1
1731	55.0	C1CN(CCN1)C2=C3C=CC(=CC3=NC=C2)N4CC(CC4=O)C5=CC=CC=C5	1
1732	10.0	C1CNCCN(C1)C2=CC=CC3=CC(=CN=C32)N4CC(CC4=O)C5=CC=CC=C5	1
1733	10.0	C1CNCCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC(=CC=C4)Cl	1
1734	70.0	C1CNCCC1C2=CC(=CC=C2)N3CC(CC3=O)C4=CC=CC=C4	1
1735	84.0	C1CN(CCN1)C2=CC(=CC=C2)N3CC(CC3=O)C4=CC=CC=C4	1
1736	48.0	C1CN(CCN1)C2=NC(=CC=C2)N3CC(CC3=O)C4=CC=CC=C4	1
1737	4100.0	C1CN(CCN1)C2=CC(=CN=C2)N3CC(CC3=O)C4=CC=CC=C4	1
1738	150.0	C1CNCC2=C1C=CC(=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	1
1739	330.0	C1CNCC2=C1C=C(C=C2)N3CC(OC3=O)C4=CC=CC=C4Cl	1
1740	47.0	C1C(CN1)OC2=C(C=CC(=C2)Br)OCC3=CC(=CC=C3)Cl	1
1741	0.22	CN1CCC(CC1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=N4	1
1742	0.34	CN1CCN(CC1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC(=C4)F	1
1743	15.85	CN1CCC2C(C1)C3=C4N2C5=CC=CC=C5CSC4=CC=C3	1
1744	630.96	C1CN(CCC1C2=NOC3=C2C=CC(=C3)F)CC4CC5=C(C=NN5)C(=O)C4	1
1745	354.81	C1CCN(C1)C2=NC3=C(S2)C(=O)CC(C3)CN4CCC(CC4)C5=CNC6=C5C=CC(=C6)F	1
1746	213.8	CC1=NC2=C(O1)CC(CC2=O)CN3CCC(CC3)C4=CNC5=C4C=CC(=C5)F	1
1747	1902.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=CC(=C(C=C4)Cl)Cl.Cl	1
1748	10350.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCCN3CCN(CC3)C4=CC=CC=C4.Cl	0
1749	8987.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCCN3CCN(CC3)C4=CC=CC=C4OC.Cl	1
1750	1195.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl	1
1751	12250.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN3CCC4=CC=CC=C4C3.Cl	0
1752	12100.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN3CCN(CC3)C4=CC=CC=C4OC.Cl	0
1753	20290.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl	0
1754	1970.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=CC=CC=C4OC.Cl	1
1755	68.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl.Cl	1
1756	9141.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCCN3CCC4=CC=CC=C4C3.Cl	1
1757	14210.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=CC=CC=C4.Cl	0
1758	5150.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl	1
1759	11670.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCCN3CCC4=CC=CC=C4C3.Cl	0
1760	207.0	CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)N3CCOCC3)CCCCN4CCN(CC4)C5=CC(=CC=C5)Cl	1
1761	20080.0	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN3CCN(CC3)C4=CC=CC=C4.Cl	0
