	Standard Type	Standard Value	Smiles	pChEMBL Value
2984	Ki	56.0	CC1NCCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c21	7.25
2985	Ki	16.0	CC1Cc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2CN1	7.8
2986	Ki	143.0	OC(c1ccccc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	6.84
2987	Ki	3.3	O=S(=O)(c1cc(Cl)c2oc3c(c2c1)CNCC3)c1ccccc1OC(F)(F)F	8.48
2988	Ki	7.6	O=S(=O)(c1ccc(C(O)C(F)(F)F)cc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	8.12
2989	Ki	1.2	CC(C)(O)CN1CCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2C1	8.92
2990	Ki	16.0	O=S(=O)(c1cccc(F)c1)c1ccc2oc3c(c2c1)CNCC3	7.8
2991	Ki	0.39	O=S(=O)(c1cccc(F)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	9.41
2992	Ki	0.7943	COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCC[C@H]2C1	9.1
2993	Ki	1000.0	CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(N)n1	6.0
2994	Ki	0.7943	COc1ccc(NS(=O)(=O)c2cccc(I)c2)cc1N1CCNCC1	9.1
2995	Ki	79.43	COc1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1N1CCN(C)CC1	7.1
2996	Ki	0.1995	NCCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12	9.7
2997	Ki	0.3	COc1ccc(OC)c(S(=O)(=O)n2c3c(c4cc(OC)ccc42)C(CN(C)C)CCC3)c1	9.52
2999	Ki	1272.0	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2C(F)(F)F)CC1	5.9
3001	Ki	8100.0	Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12	5.09
3002	Ki	1.9	COc1cc(S(=O)(=O)c2ccc([C@@H](C)O)cc2)cc2c3c(oc12)CCNC3	8.72
3003	Ki	61.0	NCCc1c[nH]c2ccc(O)cc12	7.21
3004	Ki	1.5	Cl.NCCC(=O)Nc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1	8.82
3005	Ki	2.9	CN(C)CCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	8.54
3006	Ki	207.0	Cc1cccc(OCc2nc(N)nc(N3CCN(C)CC3)n2)c1	6.68
3007	Ki	4.7	NCCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21	8.33
3008	Ki	7.943	CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(F)c(Cl)c4)cc3)cc2CC1	8.1
3009	Ki	88.0	O=S(=O)(c1cccc(F)c1)c1cn(CCN2CCCC2)c2ncccc12	7.06
3010	Ki	163.0	Cc1ccccc1OCCNc1cc(N2CCNCC2)ccc1[N+](=O)[O-]	6.79
3011	Ki	26.0	Cc1ccccc1OCCNc1cc(N2CCN(C)CC2)ccc1[N+](=O)[O-]	7.58
3012	Ki	27.0	CN1CCN(c2ccc([N+](=O)[O-])c(Oc3ccccc3)c2)CC1	7.57
3013	Ki	462.0	COC(=O)c1ccc(N2CCN(C)CC2)cc1NCCc1ccccc1	6.33
3015	Ki	928.0	CN1CCN(c2ccc(OCc3ccccc3)c(NCc3ccccc3)c2)CC1	6.03
3016	Ki	1490.0	NCCNc1ccc([N+](=O)[O-])c(NCc2ccccc2)c1	5.83
3017	Ki	912.01	CC(N)Cc1c[nH]c2ccccc12	6.04
3018	Ki	7.943	CSc1nn2ccc(C)nc2c1S(=O)(=O)c1ccc(F)c(Cl)c1	8.1
3019	Ki	0.2399	CNc1nn2c(C)ccnc2c1S(=O)(=O)c1ccccc1	9.62
3020	Ki	131.83	CSc1nn2cccnc2c1S(=O)(=O)c1ccc(F)cc1	6.88
3021	Ki	7.586	CNc1nn2c(COC)cc(C)nc2c1S(=O)(=O)c1ccccc1	8.12
3022	Ki	0.7	Cl.O=S(=O)(c1cccc2ccccc12)c1n[nH]c2ccc(NC3CCNCC3)cc12	9.15
3023	Ki	4.8	CN(C)CCC(=O)Nc1cccc2c(S(=O)(=O)c3cccc4ccccc34)n[nH]c12.Cl	8.32
3024	Ki	12.0	Cl.NCCNCc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1	7.92
3025	Ki	282.0	CSc1ccccc1N1CCN(CCCCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)CC1	6.55
3026	Ki	116.0	O=S(=O)(c1cncc2ccccc12)N1CCC[C@H]1CCN1CCN(c2cccc3sccc23)CC1	6.94
3027	Ki	125.89	CN[C@@H]1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2[C@@H]1CCO	6.9
3028	Ki	39.81	CN(C)[C@H]1c2cc3ccn(S(=O)(=O)c4ccccc4)c3cc2[C@H]1CCO	7.4
3029	Ki	55.0	CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1	7.26
3030	Ki	18.0	COc1ccc2c(c1)c(CCN(C)C)cn2C(=O)c1ccccc1	7.75
3034	Ki	200.0	Cc1cccc(OCCOCCN2CCN(CCc3ccccc3)CC2)c1C.Cl.Cl	6.7
3035	Ki	168.0	COc1ccc(S(=O)(=O)n2cc3c4c(cccc42)N2CCNCC2C3)cc1	6.78
3037	Ki	314.0	CC1(C)C(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)N1CCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1.Cl	6.5
3041	Ki	2.3	COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1	8.64
3042	Ki	10.0	CN1C=C(S(=O)(=O)n2cc(CCN)c3ccccc32)SC1N	8.0
3043	Ki	19.0	CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O	7.72
3044	Ki	33.0	CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2	7.48
3047	Ki	16.0	CCc1[nH]c2ccc(OC)cc2c1CCN(C)C	7.8
3049	Ki	25.0	COc1ccc2c(c1)c(CCN(C)C)cn2C(=O)c1ccccc1	7.6
3050	Ki	80.0	COc1ccc2[nH]c(C)c(CCN(C)C)c2c1	7.1
3051	Ki	60.0	COc1ccc2[nH]c(C)c(CCN(C)C)c2c1	7.22
3052	Ki	1000.0	NCCc1c[nH]c2ccc(C(N)=O)cc12	6.0
3053	Ki	1480.0	COc1ccc2c(c1)[nH]c1c(C)nccc12	5.83
3054	Ki	5.0	COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1CN(C)C	8.3
3055	Ki	31.62	Nc1ccc(S(=O)(=O)n2c3c(c4ccccc42)CCCC3)cc1	7.5
3056	Ki	0.3162	COc1ccc(S(=O)(=O)N2CCc3ccc(I)cc32)cc1N1CCNCC1	9.5
3057	Ki	0.3162	O=S(=O)(c1ccccc1)n1ccc2c(N3CCNCC3)cccc21	9.5
3058	Ki	63.1	Nc1ccc(S(=O)(=O)Nc2cccc3[nH]ccc23)cc1	7.2
3059	Ki	63.1	Cc1c(S(=O)(=O)Nc2cccc3c2ccn3CCN)sc2ccc(Cl)cc12	7.2
3060	Ki	0.1259	CON1CCN(c2ccc(S(=O)(=O)c3cccc4ccccc34)cc2)CC1	9.9
3061	Ki	2.0	COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1	8.7
3062	Ki	7.8	O=C(O)C(=O)O.O=S(=O)(c1ccccc1)n1cc(C[C@H]2CCCN2)c2ccccc21	8.11
3063	Ki	550.0	CN1CCC[C@@H]1Cn1ccc2ccccc21.Cl	6.26
3064	Ki	8.0	Cc1cc(Cl)n(CS(=O)(=O)n2cc(C3=CCCNC3)c3ccccc32)n1	8.1
3065	Ki	283.7	Cc1c(S(=O)(=O)n2cc(C[C@H]3CCCN3)c3ccccc32)sc2ccc(Cl)cc12	6.55
3066	Ki	168.0	COc1ccc2[nH]c3c(c2c1)C(CN(C)C)CCC3	6.78
3068	Ki	2.3	COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1	8.64
3070	Ki	10.0	CCN/C(=N\S(=O)(=O)c1ccc(N)cc1)N1CC2(C=N1)CCCC2	8.0
3071	Ki	205.9	CCN/C(=N\S(=O)(=O)c1ccc(N(C)C)cc1)N1CC(CC)C=N1	6.69
3074	Ki	2352.0	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccn2)CC1	5.63
3075	Ki	22.0	CN1CCN(c2nc(N)nc(Cc3c[nH]c4ccccc34)n2)CC1	7.66
3076	Ki	30.0	Cc1cccc(Cc2nc(N)nc(N3CCN(C)CC3)n2)c1	7.52
3077	Ki	2.7	O=S(=O)(c1ccccc1)N1CCc2ccc(C3CCNCC3)cc21	8.57
3078	Ki	2.6	CN1CCN(c2cccc3c2CN(S(=O)(=O)c2ccccc2)C3)CC1	8.59
3079	Ki	29.0	O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1CCCCN1CCC(c2c[nH]c3ccccc23)CC1	7.54
3080	Ki	1.585	O=S(=O)(c1ccccc1)n1ccc2cc3c(cc21)CCNCC3	8.8
3082	Ki	5.7	CN1CCc2c(c3cc(S(=O)(=O)c4ccccc4)ccc3n2C)C1.Cl	8.24
3083	Ki	3890.0	COc1c(OCCF)cccc1C(O)C1CCN(CCc2ccc(F)cc2)CC1	5.41
3084	Ki	47.0	CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1	7.33
3085	Ki	3.0	CN(C)CCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	8.52
3086	Ki	4100.0	O=C(N[C@H]1CCN(Cc2ccc(OC3CCNCC3)c(Br)c2)C1)c1ccc(Cl)c(Cl)c1	5.39
3087	Ki	9.0	CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(Br)cc3)cc12	8.05
3088	Ki	19.0	O=S(=O)(c1ccccc1Cl)n1c2c(c3ccccc31)CCNCC2	7.72
3089	Ki	0.7943	COc1ccc(S(=O)(=O)Nc2cc(I)ccc2C)cc1N1CCNCC1	9.1
3090	Ki	7.943	CC(C)Nc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2	8.1
3091	Ki	60.0	Cn1c2c(c3cc(S(=O)(=O)c4ccc(F)cc4)ccc31)C1CCC(C2)N1	7.22
3092	Ki	2.7	Cn1c2c(c3cc(S(=O)(=O)c4cccc(Cl)c4)ccc31)C1CCC(C2)N1	8.57
3093	Ki	42.0	CCC(CC)c1nc2c(N3CCNCC3)ccnc2n1Cc1cccc(C)c1	7.38
3094	Ki	0.2	CN(C(N)=O)[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21	9.7
3100	Ki	50.12	CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CNC3)cc1	7.3
3103	Ki	13.5	CCN1CCCC(n2cc(S(=O)(=O)c3cc(Cl)cc(Cl)c3)c3cccnc32)C1	7.87
3104	Ki	3.8	O=S(=O)(c1cccc(Br)c1)c1cn(C2CCCNC2)c2ncccc12	8.42
3105	Ki	80.0	CC(C)c1nc2c(N3CCNCC3)ccnc2n1CCc1cccc(Cl)c1	7.1
3106	Ki	5.7	O=S(=O)(c1cn(C2CCNC2)c2ncccc12)c1cccc2cccnc12	8.24
3107	Ki	44.67	CSc1nn2cccnc2c1S(=O)(=O)c1ccc(F)c(Cl)c1	7.35
3113	Ki	7.943	CC(C)(C)c1cc(N2CCNCC2)c2c(c1)N(S(=O)(=O)c1ccccc1F)CCO2	8.1
3114	Ki	630.96	Nc1cccc2c1OCCN2S(=O)(=O)c1ccccc1F	6.2
3115	Ki	2.3	CN(C)CCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21	8.64
3117	Ki	25.0	COc1cccc(S(=O)(=O)c2cccc3oc(N4CCNCC4)nc23)c1	7.6
3118	Ki	36.0	CCCN1CCN(c2nc3c(S(=O)(=O)c4cccc5ccccc45)cccc3o2)CC1	7.44
3119	Ki	176.0	CC(C)CN1CCN(c2nc3c(S(=O)(=O)c4cccc5ccccc45)cccc3o2)CC1	6.75
3120	Ki	79.0	O=S(=O)(c1cccc2ccccc12)c1cccc2oc(N3CCN(C4CCCC4)CC3)nc12	7.1
3122	Ki	73.0	[3H]C([3H])([3H])Oc1cc(I)c(OC)cc1CCNCc1ccccc1OC([3H])([3H])[3H]	7.14
3124	Ki	971.0	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2)CC1	6.01
3125	Ki	1716.0	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc3cccnc23)CC1	5.76
3126	Ki	1695.0	OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccccc2)c2ccccc2)CC1	5.77
3127	Ki	5253.0	O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ncccn2)CC1	5.28
3131	Ki	50.0	CCN1CCc2c(n(S(=O)(=O)c3cccc(OC)c3)c3ccccc23)CC1	7.3
3132	Ki	12.0	COc1cccc(S(=O)(=O)n2c3c(c4ccccc42)CCNCC3)c1	7.92
3133	Ki	31.6	CCN/C(=N\S(=O)(=O)c1ccc2cc[nH]c2c1)N1CC(CC)C=N1	7.5
3134	Ki	1660.0	CCn1cncc1-c1c[nH]c2ccc(I)cc12	5.78
3135	Ki	1380.0	CCn1cncc1-c1c[nH]c2ccc(C(F)(F)F)cc12	5.86
3136	Ki	8.8	Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	8.06
3137	Ki	205.0	CNc1ccc2c3c(n(S(=O)(=O)c4ccc(N)cc4)c2c1)CCCC3	6.69
3138	Ki	69.18	C=CCN(CC=C)CCc1c[nH]c2ccc(Cl)cc12	7.16
3139	Ki	15.0	Cn1c2c(c3cc(S(=O)(=O)n4ccc5ccncc54)ccc31)C1CCC(C2)N1	7.82
3140	Ki	15.0	Cn1c2c(c3cc(S(=O)(=O)c4ccc(CN)cc4)ccc31)C1CCC(C2)N1	7.82
3141	Ki	3.8	Cn1c2c(c3cc(S(=O)(=O)c4cccc(OC(F)(F)F)c4)ccc31)C1CCC(C2)N1	8.42
3142	Ki	17.0	COc1cccc(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c1	7.77
3143	Ki	156.0	Cn1c2c(c3cc(S(=O)(=O)c4cccnc4)ccc31)C1CCC(C2)N1	6.81
3144	Ki	1.3	Cn1c2c(c3cc(S(=O)(=O)c4c[nH]c5ccccc45)ccc31)C1CCC(C2)N1	8.89
3145	Ki	1.2	Cn1c2c(c3cc(S(=O)(=O)c4cccc5[nH]ccc45)ccc31)C1CCC(C2)N1	8.92
3146	Ki	9.3	Cn1c2c(c3cc(S(=O)(=O)c4cn(-c5ccccc5)c5ccccc45)ccc31)C1CCC(C2)N1	8.03
3147	Ki	747.0	Cn1c2c(c3cc(S(=O)(=O)c4ccc(C#N)cc4)ccc31)C1CCC(C2)N1	6.13
3148	Ki	2.4	[C-]#[N+]c1ccc2ccn(S(=O)(=O)c3cc(OC)c4c(c3)c3c(n4C)CC4CCC3N4)c2c1	8.62
3149	Ki	54.0	C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1	7.27
3152	Ki	0.5012	O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c1ccc(-c2ccccc2)cc1	9.3
3153	Ki	23.0	CNCCc1cn(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12	7.64
3156	Ki	36.0	CC(C)CS(=O)(=O)n1ccc2c(-c3cccnc3)cc(N3CCN(C)CC3)nc21	7.44
3157	Ki	5.0	CC(C)CS(=O)(=O)n1ccc2c(-c3ccc4[nH]ccc4c3)cc(N3CCN(C)CC3)nc21	8.3
3158	Ki	290.0	CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(OCc4ccccc4)cc3)cc(N3CCN(C)CC3)nc21	6.54
3159	Ki	459.0	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2Cl)CC1	6.34
3160	Ki	132.0	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1	6.88
3161	Ki	921.0	COc1cccc(N2CCN(CCCCCCN3C(=O)c4ccccc4S3(=O)=O)CC2)c1	6.04
3162	Ki	3.2	O=C(Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1)[C@H]1CCCNC1	8.49
3167	Ki	9.3	CCN(CC)CCc1c[nH]c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)cc12	8.03
3168	Ki	1.0	CN1CC=C(c2cn(S(=O)(=O)c3cccc(Cl)c3)c3ccccc23)CC1	9.0
3169	Ki	1.995	Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN5CCC[C@H]5C4)c3c2)sc2ccc(Cl)cc12	8.7
3170	Ki	5.0	COc1cccc2c(CCN(C)C)cn(S(=O)(=O)c3ccc4ccccc4c3)c12	8.3
3171	Ki	1.995	Cc1sc2c(Cl)cccc2c1S(=O)(=O)Nc1ccc2nccc(N3CCNCC3)c2c1	8.7
3172	Ki	119.0	CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCc3ccccc3C2)s1	6.92
3173	Ki	512.0	CNc1cc(NS(=O)(=O)c2ccc(N)cc2)cc(NC)n1	6.29
3175	Ki	82.4	CC1(c2cccc(OCc3ccccc3)c2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O	7.08
3178	Ki	20290.0	Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O	4.69
3179	Ki	20080.0	Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(c3ccccc3)CC2)n(C)c1=O	4.7
3180	Ki	1.0	Nc1ccc(S(=O)(=O)c2cc(Br)nc(N3CCCC3)c2)cc1	9.0
3181	Ki	25.12	O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c1cc(Cl)cc(Cl)c1	7.6
3182	Ki	1.0	O=S(=O)(c1ccccc1)n1ccc2c(N3CCNCC3)cccc21	9.0
3183	Ki	22.7	O=S(=O)(c1ccc(Cl)s1)n1cc(C2=CCCNC2)c2ccccc21	7.64
3184	Ki	246.0	O=S(=O)(c1ccccc1)n1cc(C2=CCN(Cc3ccccc3)CC2)c2ccccc21	6.61
3185	Ki	2.512	COc1ccc(S(=O)(=O)Nc2cc(Br)cc(Br)c2Br)cc1N1CCNCC1	8.6
3186	Ki	2.512	COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1	8.6
3187	Ki	143.0	CN(C)CCc1c2n(c3ccccc13)S(=O)(=O)c1ccccc1-2	6.84
3188	Ki	400.0	Cc1[nH]c2ccc(O)cc2c1CCN	6.4
3190	Ki	853.0	CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1	6.07
3194	Ki	697.0	O=c1c(-c2ccc(F)cc2)c2ccccn2c(=O)n1CCCCN1CCCC(c2c[nH]c3ccccc23)C1	6.16
3195	Ki	11.8	CN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)CC1	7.93
3196	Ki	10.8	CN1CCN(c2cn(S(=O)(=O)c3cccc(Cl)c3)c3ccccc23)CC1	7.97
3197	Ki	2.138	CSc1nn2c(C)cc(CO)nc2c1S(=O)(=O)c1ccccc1	8.67
3203	Ki	8271.0	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	5.08
3207	Ki	640.0	Nc1ccc(/C=C2\C=Cc3ccccc32)cc1	6.19
3208	Ki	740.0	Nc1ccc(S(=O)(=O)C2CCc3ccccc32)cc1	6.13
3209	Ki	12.0	CN(C)CCc1cn(CCc2ccccc2)c2ccccc12	7.92
3210	Ki	8.0	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccc(F)cc1F	8.1
3211	Ki	131.0	O=S(=O)(Nc1ccc2[nH]cc(C[C@@H]3CCCN3)c2c1)c1ccc(F)cc1F	6.88
3212	Ki	0.4	CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc12	9.4
3213	Ki	34.0	COc1ccc(S(=O)(=O)Nc2ccc3[nH]cc(C[C@@H]4CCCN4C)c3c2)cc1	7.47
3214	Ki	4.0	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1F	8.4
3216	Ki	0.3162	O=S(=O)(c1cccc(Cl)c1)c1c[nH]c2c(N3CCNCC3)cccc12	9.5
3217	Ki	25.12	O=S(=O)(c1ccccc1)c1c[nH]c2c(N3CCNCC3)nccc12	7.6
3218	Ki	0.3467	CNc1nn2c(N(C)C)cc(C)nc2c1S(=O)(=O)c1ccccc1	9.46
3219	Ki	4.677	CNc1nn2c(C)c(NC(C)=O)c(C)nc2c1S(=O)(=O)c1ccccc1	8.33
3220	Ki	25.0	COc1cccc2c(S(=O)(=O)c3ccccc3)cn(CCN(C)C)c12	7.6
3222	Ki	5.0	CNCCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	8.3
3226	Ki	7900.0	Cc1ncc2nccn2c1-c1ccc(Oc2nccc3occc23)cc1C(F)(F)F	5.1
3230	Ki	78.0	COc1ccc(Sc2ccc3c(c2)N2CCNCC2C3)cc1	7.11
3232	Ki	19.95	CCOC(=O)c1[nH]c2ccccc2c1CCN	7.7
3233	Ki	29.0	CN1CCC[C@H]1Cn1cc(Cc2ccccc2)c2ccccc21.O=C(O)C(=O)O	7.54
3234	Ki	9.9	CN1CCC[C@@H]1Cn1cc(Cc2ccccc2)c2ccccc21.O=C(O)C(=O)O	8.0
3236	Ki	1.0	CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc12	9.0
3237	Ki	1.5	CCN/C(=N\S(=O)(=O)c1ccc(N)c(Cl)c1)N1CC(CC)C=N1	8.82
3238	Ki	33.9	CCN/C(=N\S(=O)(=O)c1ccccc1)N1CC(CC)C=N1	7.47
3239	Ki	3.0	CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccc(I)cc2)c2ccccc12	8.52
3240	Ki	3.0	CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccc(Br)s2)c2ccccc12	8.52
3241	Ki	9.0	O=S(=O)(c1ccc(Br)s1)n1cc(C2CCN(Cc3ccccc3)C2)c2ccccc21	8.05
3242	Ki	20.0	O=S(=O)(c1cccc(Cl)c1Cl)n1cc(C2=CCCNC2)c2ccccc21	7.7
3243	Ki	3.0	O=S(=O)(c1ccccc1)n1cc(C2CCCNC2)c2ccccc21	8.52
3244	Ki	3.0	O=S(=O)(c1ccc(Cl)s1)n1cc(C2CCCNC2)c2ccccc21	8.52
3245	Ki	49.0	O=S(=O)(c1ccc(Cl)cc1)n1cc(C[C@@H]2CCCN2)c2ccccc21	7.31
3246	Ki	1.5	Cc1c(OS(=O)(=O)c2cccc3ccccc23)cccc1C1CCNCC1	8.82
3247	Ki	2.8	Cc1c(O[C@@H](C)c2cccc(Cl)c2)cccc1C1CCNCC1	8.55
3248	Ki	4.3	Cc1c(C2CCNCC2)ccnc1OC(c1cccc(F)c1)C(F)(F)F	8.37
3249	Ki	6.9	Cc1c(O[C@@H](C)c2cccc(F)c2)cccc1C1CCNCC1	8.16
3250	Ki	11.6	Cc1c(OCc2ccccc2F)cccc1N1CCNCC1	7.94
3251	Ki	28.9	Cc1ccc(S(=O)(=O)Oc2cccc(C3CCNCC3)c2C)cc1	7.54
3252	Ki	0.66	COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1	9.18
3255	Ki	54.0	CN1CCN(c2cc(-c3ccc(C(F)(F)F)cc3)c3ccn(S(C)(=O)=O)c3n2)CC1	7.27
3261	Ki	705.0	COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12	6.15
3262	Ki	1956.0	CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1	5.71
3265	Ki	6000.0	COc1ccc2c(c1)c1c(n2C(=O)c2ccc(N)cc2)CCCC1	5.22
3267	Ki	13.0	O=S(=O)(c1ccccc1)N1CCc2c(C3CCNCC3)cccc21	7.89
3273	Ki	20.6	CCN/C(=N\S(=O)(=O)c1ccc(N)cc1)N1CC(C)(C)C=N1	7.69
3276	Ki	97.2	CCN/C(=N\S(=O)(=O)c1cccc(N)c1)N1CC2(C=N1)CCCC2	7.01
3277	Ki	11.6	CCN/C(=N\S(=O)(=O)c1ccc2[nH]ccc2c1)N1CC2(C=N1)CCNCC2	7.94
3278	Ki	97.1	CCN/C(=N\S(=O)(=O)c1cccc(OC)c1)N1CC2(C=N1)CCCC2	7.01
3284	Ki	231.0	CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(=O)[nH]c3)cc(N3CCN(C)CC3)nc21	6.64
3285	Ki	6.0	CC(C)S(=O)(=O)n1ccc2c(-c3ccc(C(F)(F)F)cc3)cc(N3CCN(C)CC3)nc21	8.22
3286	Ki	49.0	O=S(=O)(c1cccc(Cl)c1)n1cc(C2=CCNCC2)c2ccc3cccnc3c21	7.31
3287	Ki	131.0	O=S(=O)(c1ccccc1)n1cc(C2=CCNCC2)c2ccc3cccnc3c21	6.88
3290	Ki	10.0	CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc12	8.0
3292	Ki	6.0	CN(C)CCc1cn(Cc2ccccc2)c2ccccc12	8.22
3296	Ki	281.0	O=S(=O)(NC1CCN(CCOc2ccccc2C2CCCC2)CC1)c1cccc(F)c1	6.55
3306	Ki	165.0	Clc1cccc(Cn2c(-c3cccs3)nc3c(N4CCNCC4)ccnc32)c1	6.78
3307	Ki	50.0	NCCc1cccc(S(=O)(=O)c2ccccc2)c1	7.3
3308	Ki	1.0	Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN(C)CC4)c3c2)sc2ccc(Cl)cc12	9.0
3309	Ki	162.0	C[C@H](NCc1ccc(OCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1)C(N)=O	6.79
3310	Ki	0.3	O=S(=O)(c1ccccc1)n1ccc2c(N3CCNCC3)cccc21	9.52
3311	Ki	7.0	Clc1cccc(Cn2ccc3c(N4CCNCC4)cccc32)c1	8.15
3312	Ki	71.0	CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2	7.15
3313	Ki	219.0	CCCCN1CC=C(c2cn(S(=O)(=O)c3ccc4cccnc4c3)c3ccc(OC)cc23)CC1	6.66
3314	Ki	27.0	O=S(=O)(c1ccc2ccccc2c1)n1cc(C2=CCNCC2)c2ccccc21	7.57
3321	Ki	13.0	Cn1c2c(c3cc(S(=O)(=O)c4ccc(N)cc4)ccc31)C1CCC(C2)N1	7.89
3322	Ki	44.0	Cn1c2c(c3cc(S(=O)(=O)c4ccccc4)cc(OCCO)c31)C1CCC(C2)N1	7.36
3323	Ki	0.36	Cn1c2c(c3cc(S(=O)(=O)c4csc5ccccc45)ccc31)C1CCC(C2)N1	9.44
